Company,TypeName,Ram,Gpu,OpSys,Weight,PPI,SSD_GB,Cpu_Family,Cpu_Clockspeed,target
HP,Notebook,4,AMD Radeon R5,Windows 10,1.91,141.21,256,A9-Series,3,488.99
HP,Notebook,4,AMD Radeon R5 520,Windows 10,2.1,141.21,0,Core i3,2,469
Acer,Notebook,8,Intel HD Graphics 520,Windows 10,2.1,111.94,0,Core i3,2,389
Apple,Ultrabook,8,Intel HD Graphics 5300,Mac OS X,0.92,226.42,0,Core M,1.1,1163
HP,Notebook,6,Intel HD Graphics 620,Windows 10,2.04,100.45,0,Core i7,2.7,579
Asus,Netbook,4,Intel HD Graphics 500,Windows 10 S,1.2,135.09,0,Celeron Dual Core,1.1,340
HP,Netbook,8,Intel HD Graphics 620,Windows 10,1.26,176.23,512,Core i7,2.7,1483
Dell,Notebook,4,AMD Radeon R5 M420,Linux,2.18,141.21,128,Core i5,2.5,569
Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.21,165.63,256,Core i5,1.6,1629
HP,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.43,157.35,256,Core i7,2.5,1500
HP,Notebook,4,Intel HD Graphics 620,Windows 10,2.1,100.45,0,Core i3,2.4,668.48
Dell,Notebook,4,AMD Radeon R5 M420,Linux,2.18,100.45,0,Core i3,2,465
Toshiba,Notebook,8,Intel HD Graphics 520,Windows 10,2.2,100.45,256,Core i5,2.3,1119
Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.21,165.63,256,Core i7,1.8,1649
HP,Notebook,4,Intel HD Graphics 400,No OS,1.86,100.45,0,Celeron Dual Core,1.6,288.9
Lenovo,Notebook,8,Intel HD Graphics 520,Windows 10,2.3,141.21,256,Core i7,2.6,1529
Lenovo,Ultrabook,4,Intel HD Graphics 520,Windows 10,1.7,157.35,180,Core i5,2.3,1096
Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.4,165.63,256,Core i3,2.4,949
Acer,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,3.3,106.11,0,Core i3,2,629
HP,Notebook,4,Intel HD Graphics 620,Windows 10,1.64,111.94,0,Core i5,2.5,779
HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.34,165.63,256,Core i5,2.5,1189
HP,Notebook,4,Intel HD Graphics 520,No OS,1.86,141.21,0,Core i3,2,344.99
Lenovo,Notebook,8,AMD Radeon RX 550,Windows 10,2.1,141.21,256,Core i7,1.8,1229.56
HP,Notebook,4,Intel HD Graphics 400,No OS,1.86,100.45,128,Celeron Dual Core,1.6,299
Asus,Notebook,4,Intel HD Graphics 500,Linux,2,100.45,0,Celeron Dual Core,1.1,224
Asus,Notebook,8,Nvidia GeForce GTX 940MX,Linux,2.3,100.45,0,Core i5,2.5,522.99
Dell,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.56,141.21,128,Core i7,2.8,1060.49
Dell,Notebook,4,Intel HD Graphics 520,Windows 10,1.65,117.83,128,Core i3,2,689
Toshiba,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.24,157.35,512,Core i7,2.7,1865
Lenovo,Notebook,4,Intel HD Graphics 620,No OS,2.2,141.21,0,Core i5,2.5,467
HP,Notebook,4,Intel HD Graphics 620,Windows 10,2.04,100.45,256,Core i5,2.5,979
Dell,Notebook,8,AMD Radeon 530,Windows 10,2.02,141.21,256,Core i7,1.8,1142.4
Acer,Notebook,4,Intel HD Graphics 510,Chrome OS,1.45,111.94,0,Celeron Dual Core,1.6,375
Asus,Notebook,4,AMD Radeon R2 Graphics,Windows 10,2,100.45,0,E-Series,1.8,349
Dell,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.6,165.63,256,Core i5,2.5,1199
HP,2 in 1 Convertible,4,Nvidia GeForce GTX 940MX,Windows 10,1.63,157.35,128,Core i3,2.4,699
Lenovo,Notebook,4,Intel HD Graphics 510,Windows 10,2.1,100.45,0,Celeron Dual Core,1.6,318
HP,Notebook,8,Intel HD Graphics 520,Windows 7,1.43,157.35,256,Core i5,2.3,1513
Lenovo,Notebook,8,Intel HD Graphics 620,No OS,2.3,141.21,256,Core i5,2.5,573
Toshiba,Notebook,4,Intel HD Graphics 520,Windows 10,2.1,100.45,0,Core i3,2.2,447
Toshiba,Notebook,4,Intel HD Graphics 520,Windows 10,1.2,165.63,128,Core i5,2.3,1195
HP,Notebook,16,Nvidia GeForce MX150,Windows 10,2.9,127.34,0,Core i7,1.8,1059
Dell,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.3,276.05,256,Core i7,2.5,1268
HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.48,157.35,256,Core i5,2.6,1268
Asus,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,127.34,256,Core i7,2.8,1749
Apple,Ultrabook,8,Intel Iris Plus Graphics 640,macOS,1.37,226.98,256,Core i5,2.3,1518.55
HP,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,1.64,157.35,256,Core i7,2.7,1185.43
Acer,Notebook,8,AMD Radeon RX 540,Windows 10,2.2,100.45,256,A12-Series,2.7,659
Samsung,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.31,165.63,256,Core i7,2.7,1599
Lenovo,Notebook,6,Intel HD Graphics 620,Windows 10,2.4,141.21,0,Core i5,2.5,564
HP,Notebook,8,Intel HD Graphics 520,Windows 10,1.16,165.63,256,Core i5,2.3,1690
HP,Notebook,4,Intel HD Graphics 620,Windows 10,1.64,111.94,0,Core i3,2.4,684
Dell,Notebook,8,AMD Radeon R5 M430,Linux,2.3,100.45,0,Core i7,2.7,805.99
Toshiba,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.2,165.63,256,Core i7,2.5,1363
HP,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.29,331.26,256,Core i5,1.6,1499
HP,Notebook,4,Intel HD Graphics 405,Windows 10,1.96,100.45,0,Pentium Quad Core,1.6,500
HP,Gaming,12,Nvidia GeForce GTX 1050,Windows 10,2.62,141.21,128,Core i7,2.8,1249
HP,Workstation,8,Nvidia Quadro M1000M,Windows 7,2.59,141.21,256,Core i7,2.6,1561
HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.32,165.63,256,Core i7,2.7,1399
Dell,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.18,176.23,256,Core i7,2.8,1859
HP,Notebook,4,AMD Radeon R2 Graphics,No OS,1.86,100.45,0,E-Series,1.5,258
Lenovo,Notebook,4,Intel HD Graphics 500,No OS,2.2,100.45,0,Celeron Dual Core,1.1,321.99
Acer,Notebook,4,Intel HD Graphics 620,Windows 10,2.4,100.45,0,Core i5,2.5,559
Acer,Notebook,8,AMD Radeon R5,Windows 10,2.4,100.45,0,A8-Series,2.2,449
Samsung,2 in 1 Convertible,4,ARM Mali T860 MP4,Chrome OS,1.15,234.51,0,Cortex,2,659
Dell,Gaming,16,Nvidia GeForce GTX 960M,Windows 10,2.59,141.21,0,Core i7,2.6,879.01
Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.18,141.21,256,Core i5,2.5,750
Dell,Notebook,4,Intel HD Graphics,Linux,2.2,100.45,0,Celeron Dual Core,1.6,274.9
Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.4,165.63,256,Core i7,2.7,1010
Dell,Gaming,16,Nvidia GeForce GTX 1080,Windows 10,4.36,169.78,512,Core i7,2.7,2758
HP,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,1.63,157.35,256,Core i7,1.8,1031
Lenovo,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,3.2,141.21,512,Core i7,2.8,1749
HP,Notebook,4,Intel HD Graphics 620,Windows 10,1.95,111.94,0,Core i5,2.5,1060
HP,Notebook,4,AMD Radeon R2 Graphics,Windows 10,1.86,100.45,0,E-Series,1.8,297
Dell,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.65,141.21,256,Core i5,2.5,1195
Asus,Gaming,32,Nvidia GeForce GTX 980M,Windows 10,3.58,127.34,512,Core i7,2.7,1279
Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.9,141.21,0,Core i5,2.5,549
Lenovo,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.3,176.23,256,Core i7,2.5,1713.49
Acer,Notebook,8,Nvidia GeForce MX150,Windows 10,3,141.21,256,Core i7,1.8,951
Lenovo,2 in 1 Convertible,16,Intel HD Graphics 620,Windows 10,1.38,157.35,512,Core i7,2.7,1749
Dell,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.65,141.21,128,Core i7,2.8,1349
Lenovo,Notebook,16,Nvidia Quadro M2200M,Windows 10,2.5,141.21,512,Core i7,2.9,2449
Asus,Notebook,4,Intel HD Graphics 405,Windows 10,2.65,100.45,0,Pentium Quad Core,1.6,309
MSI,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,2.8,127.34,256,Core i7,2.8,1890
Asus,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.2,141.21,0,Core i7,2.8,949
HP,Notebook,4,AMD Radeon R4 Graphics,Windows 10,2.1,141.21,0,A6-Series,2.5,398
Dell,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.62,141.21,256,Core i5,2.5,985
Mediacom,Notebook,4,Intel HD Graphics 500,Windows 10,1.45,157.35,32,Celeron Quad Core,1.1,389
Acer,Notebook,4,Intel HD Graphics 620,Linux,2.4,100.45,0,Core i5,2.5,441.8
Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,2.1,141.21,0,Core i5,2.5,621.45
Acer,Ultrabook,8,Intel HD Graphics 615,Windows 10,1.12,165.63,256,Core i5,1.2,989
Asus,Gaming,16,AMD Radeon RX 580,Windows 10,3.2,127.34,256,Ryzen,3,1549
Acer,Notebook,4,Intel HD Graphics 520,Linux,2.1,100.45,0,Core i3,2,390
Dell,Notebook,16,Nvidia GeForce GTX 1050,Windows 10,2.06,141.21,512,Core i7,2.8,1899
Razer,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,1.95,157.35,1024,Core i7,2.8,3499
Dell,Notebook,4,AMD Radeon R5 M420,Windows 10,2.18,100.45,0,Core i3,2,617.9
Dell,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,2.16,141.21,256,Core i7,1.8,1130.33
Lenovo,Notebook,2,Intel HD Graphics 400,Windows 10,1.42,111.94,0,Celeron Dual Core,1.6,249
HP,Workstation,8,Nvidia Quadro M1000M,Windows 7,2,141.21,256,Core i7,2.6,1899
Asus,Notebook,8,Intel HD Graphics 620,Windows 10,2.37,141.21,256,Core i5,2.5,1099
Lenovo,Netbook,4,Intel HD Graphics 400,Windows 10,1.4,135.09,128,Celeron Dual Core,1.6,475
Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.18,141.21,0,Core i5,2.5,836
Lenovo,Notebook,4,Nvidia GeForce 920MX,Windows 10,2.2,141.21,0,Core i3,2,579
HP,2 in 1 Convertible,4,Intel HD Graphics 620,Windows 10,1.28,165.63,256,Core i5,2.5,1799
Lenovo,Gaming,32,Nvidia GeForce GTX 980M,Windows 10,4.6,127.34,512,Core i7,2.7,3240
Dell,Notebook,4,AMD Radeon R5 M430,Linux,2.25,100.45,0,Core i3,2,465.62
HP,Notebook,8,Intel UHD Graphics 620,Windows 10,1.63,157.35,0,Core i5,1.6,812
Asus,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.24,141.21,128,Core i7,2.8,1339
Acer,Notebook,8,Intel HD Graphics 620,Windows 10,1.5,157.35,128,Core i3,2.4,619
HP,Notebook,8,Intel UHD Graphics 620,Windows 10,1.63,157.35,512,Core i7,1.8,1084
Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.42,165.63,256,Core i5,1.6,1841.85
Dell,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,2,141.21,128,Core i7,2.7,1207
HP,Notebook,8,Intel HD Graphics 515,Windows 10,1.16,276.05,256,Core M,1.1,1699
Asus,Notebook,4,Intel HD Graphics 620,Windows 10,2,100.45,256,Core i5,2.5,586.19
MSI,Gaming,16,Nvidia GeForce GTX 970M,Windows 10,4.14,127.34,128,Core i7,2.7,2199
MSI,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.2,141.21,128,Core i5,2.5,1089
Razer,Gaming,32,Nvidia GeForce GTX 1080,Windows 10,3.49,254.67,512,Core i7,2.9,5499
Asus,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,1.7,141.21,256,Core i7,1.8,1118
Dell,Notebook,8,AMD Radeon 530,Windows 10,2.2,141.21,256,Core i7,1.8,919
Dell,Notebook,8,Intel HD Graphics 520,Windows 10,2.09,141.21,0,Core i5,2.4,1046.44
Acer,Notebook,4,Intel HD Graphics 520,Linux,2.1,100.45,128,Core i3,2,412
HP,Notebook,6,Nvidia GeForce GTX 940MX,Windows 10,1.58,157.35,256,Core i5,2.5,659
Asus,Notebook,8,Nvidia GeForce GTX 1050,Windows 10,1.99,141.21,0,Core i5,2.5,906.62
HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.36,157.35,256,Core i7,2.7,1750
HP,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,2.5,127.34,0,Core i7,1.8,1018
Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,2,141.21,0,Core i5,2.5,1064
Dell,Notebook,4,Intel HD Graphics 520,Windows 10,1.76,111.94,0,Core i5,2.3,755
Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.13,157.35,512,Core i7,2.7,2499
Asus,Netbook,4,Intel HD Graphics 400,Chrome OS,1.2,135.09,0,Celeron Dual Core,1.6,287.9
Lenovo,Notebook,4,Intel HD Graphics 520,No OS,2.2,100.45,128,Core i3,2,369
Dell,Ultrabook,8,AMD Radeon 530,Windows 10,1.9,141.21,0,Core i5,1.6,663
Dell,Ultrabook,4,Intel HD Graphics 520,Windows 7,1.5,125.37,0,Core i3,2.3,1135.15
Asus,Notebook,4,Intel HD Graphics 505,Linux,2,100.45,0,Pentium Quad Core,1.1,398.99
Dell,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.62,141.21,0,Core i7,2.8,1099
HP,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,2.5,127.34,0,Core i5,1.6,914
Dell,Notebook,8,AMD Radeon R5 520,Linux,2.2,141.21,0,Core i5,1.6,647
Apple,Ultrabook,8,Intel Iris Plus Graphics 650,macOS,1.37,226.98,256,Core i5,3.1,1803.6
Acer,2 in 1 Convertible,4,Intel HD Graphics 400,Chrome OS,1.25,135.09,0,Celeron Quad Core,1.6,379
HP,Notebook,8,Intel HD Graphics 405,Windows 10,1.94,111.94,0,Pentium Quad Core,1.6,389
HP,Notebook,4,AMD Radeon R4 Graphics,Windows 10,1.86,141.21,256,A6-Series,2.5,398.49
Dell,Notebook,4,Intel HD Graphics 620,Windows 10,2.18,141.21,0,Core i5,2.5,657
MSI,Gaming,16,Nvidia GeForce GTX 970M,Windows 10,1.7,157.35,256,Core i7,2.6,1769
Lenovo,Notebook,4,Intel HD Graphics 505,Windows 10,2.2,141.21,128,Pentium Quad Core,1.1,349
Asus,Gaming,16,Nvidia GeForce GTX 965M,No OS,4,127.34,0,Core i7,2.6,998
Toshiba,Ultrabook,16,Nvidia GeForce 930M,Windows 10,1.47,157.35,512,Core i7,2.6,1764
Toshiba,Notebook,4,Intel HD Graphics 620,Windows 10,2,100.45,0,Core i3,2.4,669
HP,2 in 1 Convertible,8,Intel HD Graphics 520,Windows 10,1.48,220.84,512,Core i7,2.6,2041
Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.7,157.35,256,Core i5,2.5,699
Asus,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,141.21,128,Core i7,2.8,1265
Lenovo,Notebook,12,AMD Radeon 530,Windows 10,2.2,141.21,0,A12-Series,3.6,899
Fujitsu,Notebook,4,Intel HD Graphics 520,Windows 10,2.3,100.45,256,Core i5,2.3,649
Acer,Notebook,8,AMD Radeon R5,Windows 10,2.23,141.21,256,A8-Series,2.2,469
Acer,Notebook,4,Intel HD Graphics 520,Windows 10,2.1,100.45,0,Core i3,2,447
Acer,Notebook,4,AMD Radeon R5,Windows 10,2.1,100.45,256,A9-Series,3,451
Lenovo,Notebook,2,Intel HD Graphics,Windows 10,1.5,111.94,0,Celeron Dual Core,1.6,229
Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,2.05,141.21,0,Core i5,1.6,685
Asus,2 in 1 Convertible,4,Intel HD Graphics 515,Chrome OS,1.2,176.23,0,Core M,0.9,669
MSI,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.7,127.34,128,Core i7,2.8,1486.77
Lenovo,2 in 1 Convertible,4,Intel HD Graphics 400,Android,0.69,224.17,0,Atom,1.44,319
HP,Notebook,4,Intel HD Graphics 520,Windows 7,1.54,157.35,256,Core i5,2.3,1099.99
Dell,Notebook,8,AMD Radeon 530,Windows 10,2.2,141.21,128,Core i5,1.6,719
Dell,Notebook,8,AMD Radeon R5 M420X,Windows 10,2,141.21,256,Core i3,2,739
Lenovo,Notebook,8,Intel HD Graphics 520,Windows 10,1.7,157.35,256,Core i5,2.3,1186
HP,Workstation,8,Nvidia Quadro M1200,Windows 10,2.6,141.21,256,Core i7,2.8,1738.27
Dell,2 in 1 Convertible,4,Intel HD Graphics 620,Windows 10,2.08,146.86,0,Core i3,2.4,509
Lenovo,Gaming,8,Nvidia GeForce GTX 1050M,No OS,2.4,141.21,256,Core i7,2.8,869
HP,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.29,331.26,512,Core i7,1.8,1999
Asus,Notebook,4,Intel HD Graphics 500,Windows 10,1.65,111.14,0,Celeron Dual Core,1.1,348
MSI,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,141.21,128,Core i7,2.8,1191.8
Lenovo,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.13,209.8,1024,Core i7,2.7,2625
HP,Notebook,4,Intel HD Graphics 620,Windows 10,2.31,111.94,0,Core i5,2.5,1189
MSI,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.2,141.21,128,Core i7,2.6,1476.11
HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.48,157.35,256,Core i7,2.7,1292
Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.22,165.63,128,Core i5,1.6,979
Lenovo,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.19,165.63,512,Core i7,1.8,1499
Lenovo,Notebook,4,Intel HD Graphics 500,Windows 10,1.44,111.94,0,Celeron Dual Core,1.1,249
Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.13,157.35,0,Core i5,2.5,1875
Dell,2 in 1 Convertible,16,Intel HD Graphics 615,Windows 10,1.22,165.63,256,Core i7,1.3,1649
Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.44,165.63,256,Core i5,2.5,949
Dell,Notebook,4,Intel HD Graphics 520,Windows 10,1.76,111.94,0,Core i3,2,585
HP,Ultrabook,8,Intel HD Graphics 520,Windows 7,1.88,141.21,256,Core i7,2.5,2171.72
Dell,Ultrabook,8,Intel HD Graphics,Windows 10,1.36,157.35,512,Core i7,2.8,1680
Dell,Notebook,4,AMD Radeon R5 M420,Windows 10,2.18,100.45,0,Core i5,2.5,684.99
HP,Netbook,4,Intel HD Graphics 400,Chrome OS,1.23,135.09,0,Celeron Dual Core,1.6,385
Toshiba,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.2,117.83,256,Core i5,2.3,1095
HP,Notebook,4,Intel HD Graphics 405,Windows 10,1.86,141.21,256,Pentium Quad Core,1.6,398.99
Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,4.42,282.42,256,Core i7,2.8,2868.99
HP,Workstation,8,Nvidia Quadro M3000M,Windows 7,3,127.34,256,Core i7,2.6,3949.4
Dell,2 in 1 Convertible,8,Intel HD Graphics 520,Windows 10,1.62,165.63,256,Core i7,2.5,798.01
HP,Notebook,4,Intel HD Graphics 620,Windows 10,1.86,100.45,0,Core i5,2.5,488.69
Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.3,100.45,0,Core i3,2.4,459
Dell,Notebook,8,AMD Radeon 530,Windows 10,2.2,141.21,128,Core i7,1.8,985
HP,Gaming,12,AMD Radeon RX 580,Windows 10,3.74,127.34,0,Core i7,2.8,1749
Dell,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,141.21,0,Core i7,2.8,1199
HP,Notebook,4,Intel HD Graphics 520,Windows 7,1.54,157.35,0,Core i5,2.3,1030.99
Dell,2 in 1 Convertible,12,Intel HD Graphics 620,Windows 10,1.6,165.63,256,Core i7,2.7,1299
Lenovo,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.7,157.35,512,Core i7,2.7,2299
Lenovo,Notebook,8,AMD Radeon R5 M330,Windows 7,2.32,141.21,0,Core i7,2.5,895
Asus,Ultrabook,16,Intel HD Graphics 620,Windows 10,0.91,176.23,512,Core i7,2.7,1950
HP,Ultrabook,4,Intel HD Graphics 620,Windows 10,1.48,157.35,256,Core i5,2.7,1082
Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.37,165.63,256,Core i7,2.7,1757.42
Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.36,176.23,256,Core i5,2.6,1760
Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.2,141.21,0,Core i5,2.3,535
Lenovo,Ultrabook,8,Nvidia GeForce GT 940MX,Windows 10,1.96,157.35,256,Core i7,2.8,1903
Acer,Notebook,4,Intel HD Graphics 620,Windows 10,2.23,100.45,0,Core i5,2.5,619
Asus,Ultrabook,8,Nvidia GeForce GTX 940MX,Windows 10,1.7,141.21,256,Core i5,2.5,977
Lenovo,Notebook,8,Nvidia GeForce 920MX,Windows 10,2.2,141.21,0,Core i7,2.7,899
Acer,Notebook,4,Intel HD Graphics 500,Linux,2.1,100.45,0,Celeron Dual Core,2,272
Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,3.49,141.21,256,Core i7,2.9,2813.75
Asus,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,2.34,141.21,256,Core i7,2.6,2325
Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.6,157.35,128,Core i5,2.5,1119
Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,2.02,111.94,0,Core i5,2.5,990
Dell,Notebook,4,Intel HD Graphics 520,Windows 10,2.29,100.45,0,Core i3,2,490
Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.44,165.63,256,Core i5,2.5,960
Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.37,165.63,512,Core i7,2.7,1970
Apple,Ultrabook,16,AMD Radeon Pro 560,macOS,1.83,220.53,512,Core i7,2.9,2858
Asus,Notebook,4,AMD Radeon R2 Graphics,Windows 10 S,1.65,111.94,64,E-Series,1.5,277.99
Asus,Notebook,8,Intel HD Graphics 620,Windows 10,2,157.35,256,Core i7,2.7,1094
Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.41,165.63,256,Core i5,1.6,949
Lenovo,Gaming,16,Nvidia GeForce GTX 980M,Windows 10,4.6,127.34,128,Core i7,2.6,2289.99
Lenovo,Notebook,6,AMD Radeon 530,Windows 10,2.2,141.21,256,A12-Series,3.6,549
HP,Notebook,8,Intel HD Graphics 520,Windows 10,2.31,141.21,256,Core i5,2.3,1165
Dell,2 in 1 Convertible,12,Intel HD Graphics 620,Windows 10,2.19,141.21,512,Core i7,2.7,1299
HP,Notebook,4,AMD Radeon R4 Graphics,Windows 10,1.86,100.45,0,A6-Series,2.5,399
Lenovo,2 in 1 Convertible,16,Intel HD Graphics 620,Windows 10,1.42,209.8,1024,Core i7,2.7,2824
HP,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.26,165.63,256,Core i5,1.6,1398.99
Lenovo,Notebook,4,Intel HD Graphics 500,No OS,1.9,100.45,128,Celeron Dual Core,1.1,270.62
Asus,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,141.21,256,Core i7,2.8,1600
Dell,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.65,141.21,0,Core i5,2.5,949
Toshiba,Notebook,8,Intel HD Graphics 520,Windows 10,2.2,141.21,256,Core i7,2.5,1399
Dell,Notebook,16,AMD Radeon 530,Linux,2.02,141.21,256,Core i7,1.8,1049
Asus,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,2.9,127.34,256,Core i7,2.8,2122
Lenovo,Notebook,8,Intel UHD Graphics 620,Windows 10,2.17,141.21,256,Core i7,1.8,898.9
Asus,2 in 1 Convertible,4,Intel HD Graphics 500,Windows 10,1.5,135.09,0,Celeron Dual Core,1.1,375
Dell,Ultrabook,4,Intel HD Graphics 520,Windows 7,1.5,125.37,128,Core i3,2.3,1166.97
Acer,Notebook,4,Intel HD Graphics 620,Linux,2.1,100.45,0,Core i3,2.7,367
Lenovo,Workstation,16,Nvidia Quadro M520M,Windows 10,2.5,282.42,1024,Core i7,2.8,3299
Lenovo,Notebook,4,Intel HD Graphics 520,No OS,1.9,100.45,0,Core i3,2,339
HP,Notebook,4,Intel HD Graphics 520,Windows 10,2.31,100.45,0,Core i3,2.3,705.15
Asus,Gaming,24,Nvidia GeForce GTX 1080,Windows 10,2.24,141.21,512,Core i7,2.8,2968
Asus,Gaming,16,AMD Radeon RX 580,Windows 10,3.25,127.34,256,Ryzen,3,2199
Apple,Ultrabook,8,Intel Iris Graphics 540,macOS,1.37,226.98,256,Core i5,2,1419
Dell,Workstation,8,Nvidia Quadro M1200,Windows 10,1.78,141.21,256,Core i7,2.8,2408
Asus,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.1,165.63,256,Core i5,1.6,1315
HP,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.16,165.63,512,Core i7,2.5,1969
HP,Notebook,6,AMD Radeon R5 520,Windows 10,2.71,127.34,0,Core i5,2.5,699
Dell,Notebook,8,AMD Radeon R5 M430,Windows 10,2.2,141.21,256,Core i7,2.7,745
Acer,Notebook,4,Nvidia GeForce GTX 940MX,Windows 10,2.2,141.21,0,Core i7,2.7,639
Dell,Notebook,4,AMD Radeon R5 M430,Windows 10,2.3,141.21,256,Core i5,2.5,639
Vero,Notebook,4,Intel HD Graphics 500,Windows 10,1.3,157.35,0,Celeron Dual Core,1.1,260
Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.87,157.35,0,Core i5,2.5,785
Asus,Netbook,2,Intel HD Graphics 500,Windows 10,1.1,135.09,0,Celeron Dual Core,1.1,245
Lenovo,Gaming,8,Nvidia GeForce GTX 960,Windows 10,3.31,141.21,128,Core i7,2.6,1196
HP,Notebook,8,Intel HD Graphics 520,Windows 10,1.84,141.21,256,Core i5,2.4,2103.34
HP,Notebook,8,Intel HD Graphics 520,Windows 10,1.43,157.35,256,Core i7,2.5,2229
Apple,Ultrabook,8,Intel HD Graphics 515,Mac OS X,0.92,226.42,0,Core M,1.1,1300
Acer,2 in 1 Convertible,4,Intel HD Graphics 400,Chrome OS,1.25,135.09,0,Celeron Dual Core,1.6,389
Dell,Notebook,4,AMD Radeon R7 M440,Windows 10,2.3,100.45,128,Core i3,2,499
Lenovo,Notebook,6,Intel HD Graphics 620,Windows 10,2.2,141.21,256,Core i5,2.5,579
Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.95,100.45,128,Core i5,2.5,810
Acer,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,2.2,141.21,256,Core i7,2.7,832
